種族：名無し　多様性：高<>sage<>2008/04/12(土) 01:07:39 ID:LHsT.F/U0<>ここは東方シリーズの稼ぎ、変則プレイなどについて話すスレッドです。<br>稼ぎについての質問をしたり、意見を聞いたりしたいけど、攻略スレではちょっと聞きにくい…<br>そんな話題はここで存分に語り合いましょう。<br><br>リプ貼り大歓迎。アドバイス希望、研究中の稼ぎパターン、ハイスコア、<br>縛りプレイ、低スコアなど、難易度不問でEasyからLunaticまでなんでもござれ。<br><br>またこのスレでは毎週お題を決め、定期大会を開いています。<br>最新作である風神録も含め、紅、妖、永、文の5作品です。<br>順位・内容はほとんど関係ないので、気楽に参加してみましょう。<br><br>これから上を目指したい稼ぎ初心者も、名うてのスコアラーも名無しの隠れた実力者も、<br>共に励ましあい、助け合い、競い合いながら、遥かなる高みをめざしましょう。<br><br>◆前スレ<br>稼符「定期大会・スコアアタック挑戦者スレ」六周目<br>ttp://jbbs.livedoor.jp/bbs/read.cgi/computer/6306/1205946900/<>稼符「定期大会・スコアアタック挑戦者スレ」七周目
種族：名無し　多様性：高<>sage<>2008/04/12(土) 01:08:54 ID:LHsT.F/U0<>◆関連リンク<br>○東方攻略Wiki（現在停止中？）<br>　ttp://www.touhou-storm.com/<br>○東方シリーズスコアボード<br>　ttp://score.royalflare.net/<br>○東方リプレイアップローダ<br>　ttp://upload.touhou-storm.com/<br>　ttp://replay.royalflare.net/　（ログは500件まで）<br>○東方攻略系アンテナ<br>　ttp://a.hatena.ne.jp/thgmr/<>
種族：名無し　多様性：高<>sage<>2008/04/12(土) 01:09:15 ID:LHsT.F/U0<>【描画1/2バグについて】<br>永夜抄の現在のバージョン(1.00d)にはバグがあり、カスタム設定の<br>「描画1/2」「描画1/3」は正常に機能していません。<br><br>・custom.exeで「描画1/2」を選択しても、描画回数は1/2になりません。<br>　毎回描画されており、処理は軽くなりません。<br>・custom.exeで「描画1/3」を選択すると、描画回数が削減され、処理が軽くなります。<br>　（どの程度削減されているかは不明です。1/2か、1/2と1/3の間程度と思われます）<br>・custom.exeで「描画1/2」「描画1/3」を選択すると、FPS(画面右下の数値)が<br>　正常に表示されません。本来Max60である値が、Max120(描画1/2), Max90(描画1/3)で<br>　表示されます。<br>・custom.exeで「描画1/2」「描画1/3」を選択すると、処理落ち率が正常に記録されません。<br>　実際の処理落ち率よりもかなり低い値で記録されてしまいます。<br><br>効果が無く、バグの副作用による弊害だけがある「描画1/2」は、指定しても無意味です。<br>処理を軽くしたい場合は「描画1/3」を使用するようにしましょう。<br><br>「描画1/3」を使用した場合の弊害の「FPS／処理落ち率表示異常」に関しては、<br>単に表示上の問題なので、普通に遊ぶ分には気にする必要はありません。<br>ただし、シビアにスコアを狙うような場合には、本来の処理落ち率を<br>意識するようにしましょう。<br><br>参考：本家サポートBBSの該当スレッド<br>ttp://www16.big.or.jp/~zun/cgi-bin/sbbsp/patio.cgi?mode=view&no=135<>
種族：名無し　多様性：高<>sage<>2008/04/12(土) 01:09:28 ID:LHsT.F/U0<>【描画1/2バグについて　その2】<br>Q:<br>　じゃあ描画1/3のときは処理落ち率はどのくらいが適切になるの？<br>　1/1のときは1%以下、高くても2%以下が許容範囲だったっけ？<br>A:<br>　表示が狂ってるので、「処理落ち率」の数値で判断することは出来ません。<br>　ただ、FPSは（Maxが90の状態ではあるけど）一応表示されているので、<br>　プレイ時にそこを見て処理落ちしているかどうかは判断できます。<br>　描画1/3の場合、90のまま微動だにしなければ処理落ちはしてなく、<br>　それより低い70や40といったあたりをフラフラしているようなら処理落ちしてます。<br>　描画1/3使用時に自分の環境が処理落ちしているかどうか確認するには、<br>　重いスペル（デフレーションワールドや徐福あたり？）のスペルプラクティスで<br>　FPSの変動を見てみるのが良いかと。<br><br>Q:<br>　スコアボードで、処理落ち率0.00になってるのは何？<br>A:<br>　処理落ち無しの環境でも、会話をスキップするとそこで処理落ち率が上がります。<br>　なので、スキップしないで全部普通に読んでると0.00になります。<>
種族：名無し　多様性：高<>sage<>2008/04/12(土) 01:11:59 ID:Y23dXXOY0<>早漏乙！<>
種族：名無し　多様性：高<>sage<>2008/04/12(土) 01:12:41 ID:Cld06w1.0<>立てるの早すぎワロタ<>
種族：名無し　多様性：高<>sage<>2008/04/12(土) 01:13:31 ID:NK8Zs3.Y0<><a href="/bbs/read.cgi/game/42679/1207930059/1" target="_blank">&gt;&gt;1</a>乙<>
種族：名無し　多様性：高<>sage<>2008/04/12(土) 01:29:44 ID:FfdMHHo.0<>今週のお題はこの新スレ<a href="/bbs/read.cgi/game/42679/1207930059/1" target="_blank">&gt;&gt;1</a>のIDでいくの？<>
種族：名無し　多様性：高<>sage<>2008/04/12(土) 02:08:42 ID:Vb0M0Jzs0<><a href="/bbs/read.cgi/game/42679/1207930059/1" target="_blank">&gt;&gt;1</a>乙です。<br>前スレ<a href="/bbs/read.cgi/game/42679/1207930059/260" target="_blank">&gt;&gt;260</a>より新スレ<a href="/bbs/read.cgi/game/42679/1207930059/1" target="_blank">&gt;&gt;1</a>のほうが早いし<br>それでいいと思うな。<>
種族：名無し　多様性：高<>sage<>2008/04/12(土) 08:41:52 ID:RH9XCJOw0<>前スレでお題書いた方がいるようなので<br>とりあえずそっちでいいんじゃないかな？<>
種族：名無し　多様性：高<>sage<>2008/04/12(土) 10:53:09 ID:FfdMHHo.0<>了解<>
種族：名無し 多様性：高<>sage<>2008/04/13(日) 01:21:18 ID:E2OTlM7Y0<>＞264 ：名前が無い程度の能力：2008/04/12(土) 08:30:01 ID:TXNQbMQM0<br>＞今週のお題は、<a href="/bbs/read.cgi/game/42679/1207930059/260" target="_blank">&gt;&gt;260</a>のIDが「aa1ZbF5A0」なので<br>＞紅・永・文＝1、妖・風＝aを採用し、<br>＞紅魔郷：恋符<br>＞妖々夢：魔符<br>＞永夜抄：魂魄妖夢（Final-A限定）<br>＞文花帖：Scene 7<br>＞風神録：霊夢 (封印装備)<br>＞<br>＞となります。 <br><br>とりあえず載せとく<br>蛇足だったらごめん<>
種族：名無し 多様性：高<>sage<>2008/04/21(月) 21:14:53 ID:hnlgQYVk0<>もうやだ<>
種族：名無し 多様性：高<>sage<>2008/04/23(水) 00:49:14 ID:tntv4cQ60<>紅魔郷はウインドウモードでやれば気になるレベルの遅延はなくなるんだが<br>使ってるモニタで設定できる最低解像度が800×600だからちょっと辛い…<>
種族：名無し 多様性：高<>sage<>2008/04/23(水) 13:45:54 ID:AcYp9FXY0<><a href="/bbs/read.cgi/game/42679/1207930059/14" target="_blank">&gt;&gt;14</a><br>画面のプロパティ→設定→詳細設定→モニタと移動して<br>「このモニタでは表示できないモードを隠す」のチェックをoffにすればおｋ。<>
種族：名無し 多様性：高<>sage<>2008/04/23(水) 15:06:01 ID:Wb2W0wto0<>東方紅魔郷.exeのプロパティの互換性タブで<br>「640×480の解像度で実行する」をつけてやればおｋじゃないか<>
種族：名無し 多様性：高<>sage<>2008/04/23(水) 17:33:05 ID:4wqvDzds0<>妖々夢信者きもい<>
種族：名無し 多様性：高<>sage<>2008/04/23(水) 17:44:44 ID:ezGg41Sc0<>こらこら、ここは愚痴スレじゃないぞｗ<>
種族：名無し 多様性：高<>sage<>2008/04/24(木) 00:38:00 ID:Cndbp0.I0<><a href="/bbs/read.cgi/game/42679/1207930059/15" target="_blank">&gt;&gt;15</a>,16<br>おお、こんなんあったのね。サンクス<>
